280 7.e-2
290 1.0
300 6.0
310 1.56e1
320 2.2e1
330 2.8e1
340 3.06e1
360 3.26e1
380 3.32e1
400 3.27e1
420 3.12e1
440 2.8e1
460 2.56e1
480 2.13e1
500 1.88e1
510 1.75e1
518 1.57e1
540 9.1
560 6.5
580 4.5
600 3.0
620 1.76
640 8.0e-1
660 2.8e-1
680 8.0e-2
700 2.0e-2
